"","LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag.Codes"
"1","AUS","EMP","MEN","PC_WKGPOP","A",1979,82.10677,""
"2","AUS","EMP","MEN","PC_WKGPOP","A",1980,82.25813,""
"3","AUS","EMP","MEN","PC_WKGPOP","A",1981,82.324,""
"4","AUS","EMP","MEN","PC_WKGPOP","A",1982,80.50681,""
"5","AUS","EMP","MEN","PC_WKGPOP","A",1983,76.9261,""
"6","AUS","EMP","MEN","PC_WKGPOP","A",1984,77.40482,""
"7","AUS","EMP","MEN","PC_WKGPOP","A",1985,77.6591,""
"8","AUS","EMP","MEN","PC_WKGPOP","A",1986,78.21666,""
"9","AUS","EMP","MEN","PC_WKGPOP","A",1987,77.72889,""
"10","AUS","EMP","MEN","PC_WKGPOP","A",1988,78.56184,""
"11","AUS","EMP","MEN","PC_WKGPOP","A",1989,79.80524,""
"12","AUS","EMP","MEN","PC_WKGPOP","A",1990,79.21233,""
"13","AUS","EMP","MEN","PC_WKGPOP","A",1991,75.75577,""
"14","AUS","EMP","MEN","PC_WKGPOP","A",1992,74.16051,""
"15","AUS","EMP","MEN","PC_WKGPOP","A",1993,73.69975,""
"16","AUS","EMP","MEN","PC_WKGPOP","A",1994,75.05529,""
"17","AUS","EMP","MEN","PC_WKGPOP","A",1995,76.38482,""
"18","AUS","EMP","MEN","PC_WKGPOP","A",1996,76.3037,""
"19","AUS","EMP","MEN","PC_WKGPOP","A",1997,75.84586,""
"20","AUS","EMP","MEN","PC_WKGPOP","A",1998,76.17059,""
"21","AUS","EMP","MEN","PC_WKGPOP","A",1999,76.59881,""
"22","AUS","EMP","MEN","PC_WKGPOP","A",2000,76.92454,""
"23","AUS","EMP","MEN","PC_WKGPOP","A",2001,76.35796,""
"24","AUS","EMP","MEN","PC_WKGPOP","A",2002,76.68957,""
"25","AUS","EMP","MEN","PC_WKGPOP","A",2003,77.05504,""
"26","AUS","EMP","MEN","PC_WKGPOP","A",2004,77.60509,""
"27","AUS","EMP","MEN","PC_WKGPOP","A",2005,78.50571,""
"28","AUS","EMP","MEN","PC_WKGPOP","A",2006,78.8098,""
"29","AUS","EMP","MEN","PC_WKGPOP","A",2007,79.54396,""
"30","AUS","EMP","MEN","PC_WKGPOP","A",2008,79.6843,""
"31","AUS","EMP","MEN","PC_WKGPOP","A",2009,77.78976,""
"32","AUS","EMP","MEN","PC_WKGPOP","A",2010,78.59275,""
"33","AUS","EMP","MEN","PC_WKGPOP","A",2011,78.6739,""
"34","AUS","EMP","MEN","PC_WKGPOP","A",2012,78.13828,""
"35","AUS","EMP","MEN","PC_WKGPOP","A",2013,77.55681,""
"36","AUS","EMP","MEN","PC_WKGPOP","A",2014,77.08817,""
"37","AUS","EMP","MEN","PC_WKGPOP","A",2015,77.53616,""
"38","AUS","EMP","MEN","PC_WKGPOP","A",2016,77.50916,""
"39","AUS","EMP","TOT","PC_WKGPOP","A",1979,64.38335,""
"40","AUS","EMP","TOT","PC_WKGPOP","A",1980,65.17445,""
"41","AUS","EMP","TOT","PC_WKGPOP","A",1981,65.36742,""
"42","AUS","EMP","TOT","PC_WKGPOP","A",1982,64.16441,""
"43","AUS","EMP","TOT","PC_WKGPOP","A",1983,61.94022,""
"44","AUS","EMP","TOT","PC_WKGPOP","A",1984,62.82397,""
"45","AUS","EMP","TOT","PC_WKGPOP","A",1985,63.7218,""
"46","AUS","EMP","TOT","PC_WKGPOP","A",1986,65.14481,""
"47","AUS","EMP","TOT","PC_WKGPOP","A",1987,65.30288,""
"48","AUS","EMP","TOT","PC_WKGPOP","A",1988,66.48173,""
"49","AUS","EMP","TOT","PC_WKGPOP","A",1989,68.19857,""
"50","AUS","EMP","TOT","PC_WKGPOP","A",1990,68.37136,""
"51","AUS","EMP","TOT","PC_WKGPOP","A",1991,65.9215,""
"52","AUS","EMP","TOT","PC_WKGPOP","A",1992,64.93269,""
"53","AUS","EMP","TOT","PC_WKGPOP","A",1993,64.61858,""
"54","AUS","EMP","TOT","PC_WKGPOP","A",1994,66.00251,""
"55","AUS","EMP","TOT","PC_WKGPOP","A",1995,67.62838,""
"56","AUS","EMP","TOT","PC_WKGPOP","A",1996,67.66373,""
"57","AUS","EMP","TOT","PC_WKGPOP","A",1997,67.36479,""
"58","AUS","EMP","TOT","PC_WKGPOP","A",1998,67.80048,""
"59","AUS","EMP","TOT","PC_WKGPOP","A",1999,68.23203,""
"60","AUS","EMP","TOT","PC_WKGPOP","A",2000,69.09614,""
"61","AUS","EMP","TOT","PC_WKGPOP","A",2001,69.00098,""
"62","AUS","EMP","TOT","PC_WKGPOP","A",2002,69.35914,""
"63","AUS","EMP","TOT","PC_WKGPOP","A",2003,70.01125,""
"64","AUS","EMP","TOT","PC_WKGPOP","A",2004,70.29926,""
"65","AUS","EMP","TOT","PC_WKGPOP","A",2005,71.54403,""
"66","AUS","EMP","TOT","PC_WKGPOP","A",2006,72.12262,""
"67","AUS","EMP","TOT","PC_WKGPOP","A",2007,72.80006,""
"68","AUS","EMP","TOT","PC_WKGPOP","A",2008,73.20431,""
"69","AUS","EMP","TOT","PC_WKGPOP","A",2009,72.05107,""
"70","AUS","EMP","TOT","PC_WKGPOP","A",2010,72.37024,""
"71","AUS","EMP","TOT","PC_WKGPOP","A",2011,72.65837,""
"72","AUS","EMP","TOT","PC_WKGPOP","A",2012,72.34915,""
"73","AUS","EMP","TOT","PC_WKGPOP","A",2013,71.98106,""
"74","AUS","EMP","TOT","PC_WKGPOP","A",2014,71.57613,""
"75","AUS","EMP","TOT","PC_WKGPOP","A",2015,72.15298,""
"76","AUS","EMP","TOT","PC_WKGPOP","A",2016,72.40861,""
"77","AUS","EMP","WOMEN","PC_WKGPOP","A",1979,46.43391,""
"78","AUS","EMP","WOMEN","PC_WKGPOP","A",1980,47.89563,""
"79","AUS","EMP","WOMEN","PC_WKGPOP","A",1981,48.22359,""
"80","AUS","EMP","WOMEN","PC_WKGPOP","A",1982,47.62653,""
"81","AUS","EMP","WOMEN","PC_WKGPOP","A",1983,46.76277,""
"82","AUS","EMP","WOMEN","PC_WKGPOP","A",1984,48.01133,""
"83","AUS","EMP","WOMEN","PC_WKGPOP","A",1985,49.55098,""
"84","AUS","EMP","WOMEN","PC_WKGPOP","A",1986,51.83862,""
"85","AUS","EMP","WOMEN","PC_WKGPOP","A",1987,52.65175,""
"86","AUS","EMP","WOMEN","PC_WKGPOP","A",1988,54.17611,""
"87","AUS","EMP","WOMEN","PC_WKGPOP","A",1989,56.41579,""
"88","AUS","EMP","WOMEN","PC_WKGPOP","A",1990,57.3747,""
"89","AUS","EMP","WOMEN","PC_WKGPOP","A",1991,55.96263,""
"90","AUS","EMP","WOMEN","PC_WKGPOP","A",1992,55.59902,""
"91","AUS","EMP","WOMEN","PC_WKGPOP","A",1993,55.44041,""
"92","AUS","EMP","WOMEN","PC_WKGPOP","A",1994,56.85906,""
"93","AUS","EMP","WOMEN","PC_WKGPOP","A",1995,58.79062,""
"94","AUS","EMP","WOMEN","PC_WKGPOP","A",1996,58.95956,""
"95","AUS","EMP","WOMEN","PC_WKGPOP","A",1997,58.84204,""
"96","AUS","EMP","WOMEN","PC_WKGPOP","A",1998,59.40298,""
"97","AUS","EMP","WOMEN","PC_WKGPOP","A",1999,59.85204,""
"98","AUS","EMP","WOMEN","PC_WKGPOP","A",2000,61.2659,""
"99","AUS","EMP","WOMEN","PC_WKGPOP","A",2001,61.65271,""
"100","AUS","EMP","WOMEN","PC_WKGPOP","A",2002,62.03787,""
"101","AUS","EMP","WOMEN","PC_WKGPOP","A",2003,62.97922,""
"102","AUS","EMP","WOMEN","PC_WKGPOP","A",2004,63.00517,""
"103","AUS","EMP","WOMEN","PC_WKGPOP","A",2005,64.5948,""
"104","AUS","EMP","WOMEN","PC_WKGPOP","A",2006,65.44512,""
"105","AUS","EMP","WOMEN","PC_WKGPOP","A",2007,66.06055,""
"106","AUS","EMP","WOMEN","PC_WKGPOP","A",2008,66.71808,""
"107","AUS","EMP","WOMEN","PC_WKGPOP","A",2009,66.30235,""
"108","AUS","EMP","WOMEN","PC_WKGPOP","A",2010,66.14607,""
"109","AUS","EMP","WOMEN","PC_WKGPOP","A",2011,66.6514,""
"110","AUS","EMP","WOMEN","PC_WKGPOP","A",2012,66.57056,""
"111","AUS","EMP","WOMEN","PC_WKGPOP","A",2013,66.42247,""
"112","AUS","EMP","WOMEN","PC_WKGPOP","A",2014,66.09375,""
"113","AUS","EMP","WOMEN","PC_WKGPOP","A",2015,66.81113,""
"114","AUS","EMP","WOMEN","PC_WKGPOP","A",2016,67.35626,""
"115","AUT","EMP","MEN","PC_WKGPOP","A",1999,77.575,""
"116","AUT","EMP","MEN","PC_WKGPOP","A",2000,77.375,""
"117","AUT","EMP","MEN","PC_WKGPOP","A",2001,76.7,""
"118","AUT","EMP","MEN","PC_WKGPOP","A",2002,76.375,""
"119","AUT","EMP","MEN","PC_WKGPOP","A",2003,76.375,""
"120","AUT","EMP","MEN","PC_WKGPOP","A",2004,73.325,""
"121","AUT","EMP","MEN","PC_WKGPOP","A",2005,73.75,""
"122","AUT","EMP","MEN","PC_WKGPOP","A",2006,74.95,""
"123","AUT","EMP","MEN","PC_WKGPOP","A",2007,76.325,""
"124","AUT","EMP","MEN","PC_WKGPOP","A",2008,76.85,""
"125","AUT","EMP","MEN","PC_WKGPOP","A",2009,75.525,""
"126","AUT","EMP","MEN","PC_WKGPOP","A",2010,75.975,""
"127","AUT","EMP","MEN","PC_WKGPOP","A",2011,76.225,""
"128","AUT","EMP","MEN","PC_WKGPOP","A",2012,76.225,""
"129","AUT","EMP","MEN","PC_WKGPOP","A",2013,76,""
"130","AUT","EMP","MEN","PC_WKGPOP","A",2014,75.25,""
"131","AUT","EMP","MEN","PC_WKGPOP","A",2015,75.15,""
"132","AUT","EMP","MEN","PC_WKGPOP","A",2016,75.425,""
"133","AUT","EMP","TOT","PC_WKGPOP","A",1999,68.525,""
"134","AUT","EMP","TOT","PC_WKGPOP","A",2000,68.5,""
"135","AUT","EMP","TOT","PC_WKGPOP","A",2001,68.375,""
"136","AUT","EMP","TOT","PC_WKGPOP","A",2002,68.75,""
"137","AUT","EMP","TOT","PC_WKGPOP","A",2003,68.95,""
"138","AUT","EMP","TOT","PC_WKGPOP","A",2004,66.525,""
"139","AUT","EMP","TOT","PC_WKGPOP","A",2005,67.4,""
"140","AUT","EMP","TOT","PC_WKGPOP","A",2006,68.575,""
"141","AUT","EMP","TOT","PC_WKGPOP","A",2007,69.875,""
"142","AUT","EMP","TOT","PC_WKGPOP","A",2008,70.825,""
"143","AUT","EMP","TOT","PC_WKGPOP","A",2009,70.325,""
"144","AUT","EMP","TOT","PC_WKGPOP","A",2010,70.775,""
"145","AUT","EMP","TOT","PC_WKGPOP","A",2011,71.1,""
"146","AUT","EMP","TOT","PC_WKGPOP","A",2012,71.425,""
"147","AUT","EMP","TOT","PC_WKGPOP","A",2013,71.4,""
"148","AUT","EMP","TOT","PC_WKGPOP","A",2014,71.075,""
"149","AUT","EMP","TOT","PC_WKGPOP","A",2015,71.1,""
"150","AUT","EMP","TOT","PC_WKGPOP","A",2016,71.55,""
"151","AUT","EMP","WOMEN","PC_WKGPOP","A",1999,59.55,""
"152","AUT","EMP","WOMEN","PC_WKGPOP","A",2000,59.625,""
"153","AUT","EMP","WOMEN","PC_WKGPOP","A",2001,60.125,""
"154","AUT","EMP","WOMEN","PC_WKGPOP","A",2002,61.25,""
"155","AUT","EMP","WOMEN","PC_WKGPOP","A",2003,61.575,""
"156","AUT","EMP","WOMEN","PC_WKGPOP","A",2004,59.75,""
"157","AUT","EMP","WOMEN","PC_WKGPOP","A",2005,61.1,""
"158","AUT","EMP","WOMEN","PC_WKGPOP","A",2006,62.225,""
"159","AUT","EMP","WOMEN","PC_WKGPOP","A",2007,63.475,""
"160","AUT","EMP","WOMEN","PC_WKGPOP","A",2008,64.825,""
"161","AUT","EMP","WOMEN","PC_WKGPOP","A",2009,65.2,""
"162","AUT","EMP","WOMEN","PC_WKGPOP","A",2010,65.65,""
"163","AUT","EMP","WOMEN","PC_WKGPOP","A",2011,66.075,""
"164","AUT","EMP","WOMEN","PC_WKGPOP","A",2012,66.625,""
"165","AUT","EMP","WOMEN","PC_WKGPOP","A",2013,66.85,""
"166","AUT","EMP","WOMEN","PC_WKGPOP","A",2014,66.925,""
"167","AUT","EMP","WOMEN","PC_WKGPOP","A",2015,67.1,""
"168","AUT","EMP","WOMEN","PC_WKGPOP","A",2016,67.65,""
"169","BEL","EMP","MEN","PC_WKGPOP","A",1999,68.1,""
"170","BEL","EMP","MEN","PC_WKGPOP","A",2000,69.45,""
"171","BEL","EMP","MEN","PC_WKGPOP","A",2001,68.8,""
"172","BEL","EMP","MEN","PC_WKGPOP","A",2002,68.25,""
"173","BEL","EMP","MEN","PC_WKGPOP","A",2003,67.25,""
"174","BEL","EMP","MEN","PC_WKGPOP","A",2004,67.875,""
"175","BEL","EMP","MEN","PC_WKGPOP","A",2005,68.25,""
"176","BEL","EMP","MEN","PC_WKGPOP","A",2006,67.925,""
"177","BEL","EMP","MEN","PC_WKGPOP","A",2007,68.7,""
"178","BEL","EMP","MEN","PC_WKGPOP","A",2008,68.575,""
"179","BEL","EMP","MEN","PC_WKGPOP","A",2009,67.15,""
"180","BEL","EMP","MEN","PC_WKGPOP","A",2010,67.45,""
"181","BEL","EMP","MEN","PC_WKGPOP","A",2011,67.1,""
"182","BEL","EMP","MEN","PC_WKGPOP","A",2012,66.9,""
"183","BEL","EMP","MEN","PC_WKGPOP","A",2013,66.35,""
"184","BEL","EMP","MEN","PC_WKGPOP","A",2014,65.825,""
"185","BEL","EMP","MEN","PC_WKGPOP","A",2015,65.5,""
"186","BEL","EMP","MEN","PC_WKGPOP","A",2016,66.425,""
"187","BEL","EMP","TOT","PC_WKGPOP","A",1999,59.3,""
"188","BEL","EMP","TOT","PC_WKGPOP","A",2000,60.525,""
"189","BEL","EMP","TOT","PC_WKGPOP","A",2001,59.95,""
"190","BEL","EMP","TOT","PC_WKGPOP","A",2002,59.9,""
"191","BEL","EMP","TOT","PC_WKGPOP","A",2003,59.6,""
"192","BEL","EMP","TOT","PC_WKGPOP","A",2004,60.35,""
"193","BEL","EMP","TOT","PC_WKGPOP","A",2005,61.075,""
"194","BEL","EMP","TOT","PC_WKGPOP","A",2006,61,""
"195","BEL","EMP","TOT","PC_WKGPOP","A",2007,62.025,""
"196","BEL","EMP","TOT","PC_WKGPOP","A",2008,62.4,""
"197","BEL","EMP","TOT","PC_WKGPOP","A",2009,61.6,""
"198","BEL","EMP","TOT","PC_WKGPOP","A",2010,62.025,""
"199","BEL","EMP","TOT","PC_WKGPOP","A",2011,61.925,""
"200","BEL","EMP","TOT","PC_WKGPOP","A",2012,61.825,""
"201","BEL","EMP","TOT","PC_WKGPOP","A",2013,61.8,""
"202","BEL","EMP","TOT","PC_WKGPOP","A",2014,61.9,""
"203","BEL","EMP","TOT","PC_WKGPOP","A",2015,61.8,""
"204","BEL","EMP","TOT","PC_WKGPOP","A",2016,62.3,""
"205","BEL","EMP","WOMEN","PC_WKGPOP","A",1999,50.35,""
"206","BEL","EMP","WOMEN","PC_WKGPOP","A",2000,51.475,""
"207","BEL","EMP","WOMEN","PC_WKGPOP","A",2001,50.95,""
"208","BEL","EMP","WOMEN","PC_WKGPOP","A",2002,51.4,""
"209","BEL","EMP","WOMEN","PC_WKGPOP","A",2003,51.825,""
"210","BEL","EMP","WOMEN","PC_WKGPOP","A",2004,52.65,""
"211","BEL","EMP","WOMEN","PC_WKGPOP","A",2005,53.8,""
"212","BEL","EMP","WOMEN","PC_WKGPOP","A",2006,53.975,""
"213","BEL","EMP","WOMEN","PC_WKGPOP","A",2007,55.3,""
"214","BEL","EMP","WOMEN","PC_WKGPOP","A",2008,56.15,""
"215","BEL","EMP","WOMEN","PC_WKGPOP","A",2009,55.975,""
"216","BEL","EMP","WOMEN","PC_WKGPOP","A",2010,56.525,""
"217","BEL","EMP","WOMEN","PC_WKGPOP","A",2011,56.675,""
"218","BEL","EMP","WOMEN","PC_WKGPOP","A",2012,56.775,""
"219","BEL","EMP","WOMEN","PC_WKGPOP","A",2013,57.175,""
"220","BEL","EMP","WOMEN","PC_WKGPOP","A",2014,57.95,""
"221","BEL","EMP","WOMEN","PC_WKGPOP","A",2015,58.025,""
"222","BEL","EMP","WOMEN","PC_WKGPOP","A",2016,58.1,""
"223","CAN","EMP","MEN","PC_WKGPOP","A",1995,73.43333,""
"224","CAN","EMP","MEN","PC_WKGPOP","A",1996,73.15833,""
"225","CAN","EMP","MEN","PC_WKGPOP","A",1997,73.83334,""
"226","CAN","EMP","MEN","PC_WKGPOP","A",1998,74.35,""
"227","CAN","EMP","MEN","PC_WKGPOP","A",1999,75.36667,""
"228","CAN","EMP","MEN","PC_WKGPOP","A",2000,76.15833,""
"229","CAN","EMP","MEN","PC_WKGPOP","A",2001,75.675,""
"230","CAN","EMP","MEN","PC_WKGPOP","A",2002,75.85833,""
"231","CAN","EMP","MEN","PC_WKGPOP","A",2003,76.375,""
"232","CAN","EMP","MEN","PC_WKGPOP","A",2004,76.575,""
"233","CAN","EMP","MEN","PC_WKGPOP","A",2005,76.59167,""
"234","CAN","EMP","MEN","PC_WKGPOP","A",2006,76.68333,""
"235","CAN","EMP","MEN","PC_WKGPOP","A",2007,77.04166,""
"236","CAN","EMP","MEN","PC_WKGPOP","A",2008,77.08334,""
"237","CAN","EMP","MEN","PC_WKGPOP","A",2009,73.76667,""
"238","CAN","EMP","MEN","PC_WKGPOP","A",2010,74.09167,""
"239","CAN","EMP","MEN","PC_WKGPOP","A",2011,74.825,""
"240","CAN","EMP","MEN","PC_WKGPOP","A",2012,74.91666,""
"241","CAN","EMP","MEN","PC_WKGPOP","A",2013,75.2,""
"242","CAN","EMP","MEN","PC_WKGPOP","A",2014,75.2,""
"243","CAN","EMP","MEN","PC_WKGPOP","A",2015,75.575,""
"244","CAN","EMP","MEN","PC_WKGPOP","A",2016,75.40833,""
"245","CAN","EMP","TOT","PC_WKGPOP","A",1995,67.525,""
"246","CAN","EMP","TOT","PC_WKGPOP","A",1996,67.35,""
"247","CAN","EMP","TOT","PC_WKGPOP","A",1997,67.98333,""
"248","CAN","EMP","TOT","PC_WKGPOP","A",1998,68.95,""
"249","CAN","EMP","TOT","PC_WKGPOP","A",1999,69.98333,""
"250","CAN","EMP","TOT","PC_WKGPOP","A",2000,70.9,""
"251","CAN","EMP","TOT","PC_WKGPOP","A",2001,70.79166,""
"252","CAN","EMP","TOT","PC_WKGPOP","A",2002,71.41666,""
"253","CAN","EMP","TOT","PC_WKGPOP","A",2003,72.18333,""
"254","CAN","EMP","TOT","PC_WKGPOP","A",2004,72.45,""
"255","CAN","EMP","TOT","PC_WKGPOP","A",2005,72.44167,""
"256","CAN","EMP","TOT","PC_WKGPOP","A",2006,72.75833,""
"257","CAN","EMP","TOT","PC_WKGPOP","A",2007,73.5,""
"258","CAN","EMP","TOT","PC_WKGPOP","A",2008,73.525,""
"259","CAN","EMP","TOT","PC_WKGPOP","A",2009,71.38333,""
"260","CAN","EMP","TOT","PC_WKGPOP","A",2010,71.475,""
"261","CAN","EMP","TOT","PC_WKGPOP","A",2011,71.84167,""
"262","CAN","EMP","TOT","PC_WKGPOP","A",2012,72.05,""
"263","CAN","EMP","TOT","PC_WKGPOP","A",2013,72.44167,""
"264","CAN","EMP","TOT","PC_WKGPOP","A",2014,72.30833,""
"265","CAN","EMP","TOT","PC_WKGPOP","A",2015,72.50833,""
"266","CAN","EMP","TOT","PC_WKGPOP","A",2016,72.56667,""
"267","CAN","EMP","WOMEN","PC_WKGPOP","A",1995,61.59167,""
"268","CAN","EMP","WOMEN","PC_WKGPOP","A",1996,61.50834,""
"269","CAN","EMP","WOMEN","PC_WKGPOP","A",1997,62.11666,""
"270","CAN","EMP","WOMEN","PC_WKGPOP","A",1998,63.49166,""
"271","CAN","EMP","WOMEN","PC_WKGPOP","A",1999,64.625,""
"272","CAN","EMP","WOMEN","PC_WKGPOP","A",2000,65.63333,""
"273","CAN","EMP","WOMEN","PC_WKGPOP","A",2001,65.86667,""
"274","CAN","EMP","WOMEN","PC_WKGPOP","A",2002,66.94167,""
"275","CAN","EMP","WOMEN","PC_WKGPOP","A",2003,67.975,""
"276","CAN","EMP","WOMEN","PC_WKGPOP","A",2004,68.34167,""
"277","CAN","EMP","WOMEN","PC_WKGPOP","A",2005,68.225,""
"278","CAN","EMP","WOMEN","PC_WKGPOP","A",2006,68.85,""
"279","CAN","EMP","WOMEN","PC_WKGPOP","A",2007,69.95,""
"280","CAN","EMP","WOMEN","PC_WKGPOP","A",2008,69.925,""
"281","CAN","EMP","WOMEN","PC_WKGPOP","A",2009,68.96667,""
"282","CAN","EMP","WOMEN","PC_WKGPOP","A",2010,68.825,""
"283","CAN","EMP","WOMEN","PC_WKGPOP","A",2011,68.86667,""
"284","CAN","EMP","WOMEN","PC_WKGPOP","A",2012,69.19167,""
"285","CAN","EMP","WOMEN","PC_WKGPOP","A",2013,69.68333,""
"286","CAN","EMP","WOMEN","PC_WKGPOP","A",2014,69.4,""
"287","CAN","EMP","WOMEN","PC_WKGPOP","A",2015,69.425,""
"288","CAN","EMP","WOMEN","PC_WKGPOP","A",2016,69.70834,""
"289","CZE","EMP","MEN","PC_WKGPOP","A",1998,75.95,""
"290","CZE","EMP","MEN","PC_WKGPOP","A",1999,74,""
"291","CZE","EMP","MEN","PC_WKGPOP","A",2000,73.15,""
"292","CZE","EMP","MEN","PC_WKGPOP","A",2001,73.175,""
"293","CZE","EMP","MEN","PC_WKGPOP","A",2002,73.875,""
"294","CZE","EMP","MEN","PC_WKGPOP","A",2003,73.1,""
"295","CZE","EMP","MEN","PC_WKGPOP","A",2004,72.325,""
"296","CZE","EMP","MEN","PC_WKGPOP","A",2005,73.275,""
"297","CZE","EMP","MEN","PC_WKGPOP","A",2006,73.675,""
"298","CZE","EMP","MEN","PC_WKGPOP","A",2007,74.825,""
"299","CZE","EMP","MEN","PC_WKGPOP","A",2008,75.425,""
"300","CZE","EMP","MEN","PC_WKGPOP","A",2009,73.85,""
"301","CZE","EMP","MEN","PC_WKGPOP","A",2010,73.525,""
"302","CZE","EMP","MEN","PC_WKGPOP","A",2011,74.025,""
"303","CZE","EMP","MEN","PC_WKGPOP","A",2012,74.625,""
"304","CZE","EMP","MEN","PC_WKGPOP","A",2013,75.65,""
"305","CZE","EMP","MEN","PC_WKGPOP","A",2014,77,""
"306","CZE","EMP","MEN","PC_WKGPOP","A",2015,77.875,""
"307","CZE","EMP","MEN","PC_WKGPOP","A",2016,79.3,""
"308","CZE","EMP","TOT","PC_WKGPOP","A",1998,67.325,""
"309","CZE","EMP","TOT","PC_WKGPOP","A",1999,65.625,""
"310","CZE","EMP","TOT","PC_WKGPOP","A",2000,64.975,""
"311","CZE","EMP","TOT","PC_WKGPOP","A",2001,65.025,""
"312","CZE","EMP","TOT","PC_WKGPOP","A",2002,65.425,""
"313","CZE","EMP","TOT","PC_WKGPOP","A",2003,64.725,""
"314","CZE","EMP","TOT","PC_WKGPOP","A",2004,64.175,""
"315","CZE","EMP","TOT","PC_WKGPOP","A",2005,64.8,""
"316","CZE","EMP","TOT","PC_WKGPOP","A",2006,65.275,""
"317","CZE","EMP","TOT","PC_WKGPOP","A",2007,66.075,""
"318","CZE","EMP","TOT","PC_WKGPOP","A",2008,66.55,""
"319","CZE","EMP","TOT","PC_WKGPOP","A",2009,65.375,""
"320","CZE","EMP","TOT","PC_WKGPOP","A",2010,64.975,""
"321","CZE","EMP","TOT","PC_WKGPOP","A",2011,65.725,""
"322","CZE","EMP","TOT","PC_WKGPOP","A",2012,66.55,""
"323","CZE","EMP","TOT","PC_WKGPOP","A",2013,67.725,""
"324","CZE","EMP","TOT","PC_WKGPOP","A",2014,68.975,""
"325","CZE","EMP","TOT","PC_WKGPOP","A",2015,70.225,""
"326","CZE","EMP","TOT","PC_WKGPOP","A",2016,71.95,""
"327","CZE","EMP","WOMEN","PC_WKGPOP","A",1998,58.725,""
"328","CZE","EMP","WOMEN","PC_WKGPOP","A",1999,57.375,""
"329","CZE","EMP","WOMEN","PC_WKGPOP","A",2000,56.9,""
"330","CZE","EMP","WOMEN","PC_WKGPOP","A",2001,56.925,""
"331","CZE","EMP","WOMEN","PC_WKGPOP","A",2002,57.025,""
"332","CZE","EMP","WOMEN","PC_WKGPOP","A",2003,56.35,""
"333","CZE","EMP","WOMEN","PC_WKGPOP","A",2004,56,""
"334","CZE","EMP","WOMEN","PC_WKGPOP","A",2005,56.25,""
"335","CZE","EMP","WOMEN","PC_WKGPOP","A",2006,56.775,""
"336","CZE","EMP","WOMEN","PC_WKGPOP","A",2007,57.275,""
"337","CZE","EMP","WOMEN","PC_WKGPOP","A",2008,57.575,""
"338","CZE","EMP","WOMEN","PC_WKGPOP","A",2009,56.675,""
"339","CZE","EMP","WOMEN","PC_WKGPOP","A",2010,56.25,""
"340","CZE","EMP","WOMEN","PC_WKGPOP","A",2011,57.25,""
"341","CZE","EMP","WOMEN","PC_WKGPOP","A",2012,58.25,""
"342","CZE","EMP","WOMEN","PC_WKGPOP","A",2013,59.625,""
"343","CZE","EMP","WOMEN","PC_WKGPOP","A",2014,60.675,""
"344","CZE","EMP","WOMEN","PC_WKGPOP","A",2015,62.375,""
"345","CZE","EMP","WOMEN","PC_WKGPOP","A",2016,64.4,""
"346","DNK","EMP","MEN","PC_WKGPOP","A",1999,80.875,""
"347","DNK","EMP","MEN","PC_WKGPOP","A",2000,80.775,""
"348","DNK","EMP","MEN","PC_WKGPOP","A",2001,80.225,""
"349","DNK","EMP","MEN","PC_WKGPOP","A",2002,79.975,""
"350","DNK","EMP","MEN","PC_WKGPOP","A",2003,79.675,""
"351","DNK","EMP","MEN","PC_WKGPOP","A",2004,79.7,""
"352","DNK","EMP","MEN","PC_WKGPOP","A",2005,79.85,""
"353","DNK","EMP","MEN","PC_WKGPOP","A",2006,81.225,""
"354","DNK","EMP","MEN","PC_WKGPOP","A",2007,80.775,""
"355","DNK","EMP","MEN","PC_WKGPOP","A",2008,81.575,""
"356","DNK","EMP","MEN","PC_WKGPOP","A",2009,77.975,""
"357","DNK","EMP","MEN","PC_WKGPOP","A",2010,75.575,""
"358","DNK","EMP","MEN","PC_WKGPOP","A",2011,75.85,""
"359","DNK","EMP","MEN","PC_WKGPOP","A",2012,75.175,""
"360","DNK","EMP","MEN","PC_WKGPOP","A",2013,75,""
"361","DNK","EMP","MEN","PC_WKGPOP","A",2014,75.775,""
"362","DNK","EMP","MEN","PC_WKGPOP","A",2015,76.575,""
"363","DNK","EMP","MEN","PC_WKGPOP","A",2016,77.725,""
"364","DNK","EMP","TOT","PC_WKGPOP","A",1999,76.05,""
"365","DNK","EMP","TOT","PC_WKGPOP","A",2000,76.25,""
"366","DNK","EMP","TOT","PC_WKGPOP","A",2001,76.2,""
"367","DNK","EMP","TOT","PC_WKGPOP","A",2002,75.875,""
"368","DNK","EMP","TOT","PC_WKGPOP","A",2003,75.125,""
"369","DNK","EMP","TOT","PC_WKGPOP","A",2004,75.675,""
"370","DNK","EMP","TOT","PC_WKGPOP","A",2005,75.9,""
"371","DNK","EMP","TOT","PC_WKGPOP","A",2006,77.375,""
"372","DNK","EMP","TOT","PC_WKGPOP","A",2007,77,""
"373","DNK","EMP","TOT","PC_WKGPOP","A",2008,77.85,""
"374","DNK","EMP","TOT","PC_WKGPOP","A",2009,75.375,""
"375","DNK","EMP","TOT","PC_WKGPOP","A",2010,73.35,""
"376","DNK","EMP","TOT","PC_WKGPOP","A",2011,73.15,""
"377","DNK","EMP","TOT","PC_WKGPOP","A",2012,72.575,""
