"","LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag.Codes"
"1424","COL","EMP","WOMEN","PC_WKGPOP","A","2009",49.00417,""
"1425","COL","EMP","WOMEN","PC_WKGPOP","A","2010",50.8475,""
"1426","COL","EMP","WOMEN","PC_WKGPOP","A","2011",52.42916,""
"1427","COL","EMP","WOMEN","PC_WKGPOP","A","2012",54.09167,""
"1428","COL","EMP","WOMEN","PC_WKGPOP","A","2013",54.61666,""
"1429","COL","EMP","WOMEN","PC_WKGPOP","A","2014",55.1725,""
"1430","COL","EMP","WOMEN","PC_WKGPOP","A","2015",55.9475,""
"1431","COL","EMP","WOMEN","PC_WKGPOP","A","2016",55.69417,""
"1432","LVA","EMP","MEN","PC_WKGPOP","A","2005",66.4,""
"1433","LVA","EMP","MEN","PC_WKGPOP","A","2006",70.425,""
"1434","LVA","EMP","MEN","PC_WKGPOP","A","2007",72.65,""
"1435","LVA","EMP","MEN","PC_WKGPOP","A","2008",71.45,""
"1436","LVA","EMP","MEN","PC_WKGPOP","A","2009",60.275,""
"1437","LVA","EMP","MEN","PC_WKGPOP","A","2010",57.925,""
"1438","LVA","EMP","MEN","PC_WKGPOP","A","2011",61.475,""
"1439","LVA","EMP","MEN","PC_WKGPOP","A","2012",64.4,""
"1440","LVA","EMP","MEN","PC_WKGPOP","A","2013",66.775,""
"1441","LVA","EMP","MEN","PC_WKGPOP","A","2014",68.35,""
"1442","LVA","EMP","MEN","PC_WKGPOP","A","2015",69.9,""
"1443","LVA","EMP","MEN","PC_WKGPOP","A","2016",69.95,""
"1444","LVA","EMP","TOT","PC_WKGPOP","A","2005",62.15,""
"1445","LVA","EMP","TOT","PC_WKGPOP","A","2006",65.9,""
"1446","LVA","EMP","TOT","PC_WKGPOP","A","2007",68.125,""
"1447","LVA","EMP","TOT","PC_WKGPOP","A","2008",68.225,""
"1448","LVA","EMP","TOT","PC_WKGPOP","A","2009",60.35,""
"1449","LVA","EMP","TOT","PC_WKGPOP","A","2010",58.5,""
"1450","LVA","EMP","TOT","PC_WKGPOP","A","2011",60.825,""
"1451","LVA","EMP","TOT","PC_WKGPOP","A","2012",62.975,""
"1452","LVA","EMP","TOT","PC_WKGPOP","A","2013",65.05,""
"1453","LVA","EMP","TOT","PC_WKGPOP","A","2014",66.3,""
"1454","LVA","EMP","TOT","PC_WKGPOP","A","2015",68.1,""
"1455","LVA","EMP","TOT","PC_WKGPOP","A","2016",68.725,""
"1456","LVA","EMP","WOMEN","PC_WKGPOP","A","2005",58.225,""
"1457","LVA","EMP","WOMEN","PC_WKGPOP","A","2006",61.8,""
"1458","LVA","EMP","WOMEN","PC_WKGPOP","A","2007",63.95,""
"1459","LVA","EMP","WOMEN","PC_WKGPOP","A","2008",65.225,""
"1460","LVA","EMP","WOMEN","PC_WKGPOP","A","2009",60.425,""
"1461","LVA","EMP","WOMEN","PC_WKGPOP","A","2010",59.025,""
"1462","LVA","EMP","WOMEN","PC_WKGPOP","A","2011",60.225,""
"1463","LVA","EMP","WOMEN","PC_WKGPOP","A","2012",61.7,""
"1464","LVA","EMP","WOMEN","PC_WKGPOP","A","2013",63.4,""
"1465","LVA","EMP","WOMEN","PC_WKGPOP","A","2014",64.35,""
"1466","LVA","EMP","WOMEN","PC_WKGPOP","A","2015",66.425,""
"1467","LVA","EMP","WOMEN","PC_WKGPOP","A","2016",67.6,""
"1468","AUS","WAGEGAP","TOT","PC_MENWAGE","A","2005",15.777777778,NA
"1469","AUS","WAGEGAP","TOT","PC_MENWAGE","A","2006",16.666666667,NA
"1470","AUS","WAGEGAP","TOT","PC_MENWAGE","A","2007",15.4,NA
"1471","AUS","WAGEGAP","TOT","PC_MENWAGE","A","2008",11.937377691,NA
"1472","AUS","WAGEGAP","TOT","PC_MENWAGE","A","2009",16.363636364,NA
"1473","AUS","WAGEGAP","TOT","PC_MENWAGE","A","2010",14.04293381,NA
"1474","AUS","WAGEGAP","TOT","PC_MENWAGE","A","2011",15.966386555,NA
"1475","AUS","WAGEGAP","TOT","PC_MENWAGE","A","2012",13.75,NA
"1476","AUS","WAGEGAP","TOT","PC_MENWAGE","A","2013",18,NA
"1477","AUS","WAGEGAP","TOT","PC_MENWAGE","A","2014",15.384615385,NA
"1478","AUS","WAGEGAP","TOT","PC_MENWAGE","A","2015",13,NA
"1479","AUS","WAGEGAP","TOT","PC_MENWAGE","A","2016",14.286310555,NA
"1480","AUT","WAGEGAP","TOT","PC_MENWAGE","A","2005",22.032085753,NA
"1481","AUT","WAGEGAP","TOT","PC_MENWAGE","A","2006",21.855130427,NA
"1482","AUT","WAGEGAP","TOT","PC_MENWAGE","A","2007",21.634276366,NA
"1483","AUT","WAGEGAP","TOT","PC_MENWAGE","A","2008",20.917320274,NA
"1484","AUT","WAGEGAP","TOT","PC_MENWAGE","A","2009",19.355965917,NA
"1485","AUT","WAGEGAP","TOT","PC_MENWAGE","A","2010",19.188862682,NA
"1486","AUT","WAGEGAP","TOT","PC_MENWAGE","A","2011",18.550554118,NA
"1487","AUT","WAGEGAP","TOT","PC_MENWAGE","A","2012",18.185056843,NA
"1488","AUT","WAGEGAP","TOT","PC_MENWAGE","A","2013",18.053211411,NA
"1489","AUT","WAGEGAP","TOT","PC_MENWAGE","A","2014",17.728884245,NA
"1490","AUT","WAGEGAP","TOT","PC_MENWAGE","A","2015",17.04325299,NA
"1491","BEL","WAGEGAP","TOT","PC_MENWAGE","A","2005",11.511092507,NA
"1492","BEL","WAGEGAP","TOT","PC_MENWAGE","A","2006",10.253267974,NA
"1493","BEL","WAGEGAP","TOT","PC_MENWAGE","A","2007",9.8736176935,NA
"1494","BEL","WAGEGAP","TOT","PC_MENWAGE","A","2008",8.9157536834,NA
"1495","BEL","WAGEGAP","TOT","PC_MENWAGE","A","2009",7.4804614812,NA
"1496","BEL","WAGEGAP","TOT","PC_MENWAGE","A","2010",7.0437956204,NA
"1497","BEL","WAGEGAP","TOT","PC_MENWAGE","A","2011",5.8381088825,NA
"1498","BEL","WAGEGAP","TOT","PC_MENWAGE","A","2012",6.4111498258,NA
"1499","BEL","WAGEGAP","TOT","PC_MENWAGE","A","2013",5.9128630705,NA
"1500","BEL","WAGEGAP","TOT","PC_MENWAGE","A","2014",3.2989003665,NA
"1501","CAN","WAGEGAP","TOT","PC_MENWAGE","A","2005",21.25,NA
"1502","CAN","WAGEGAP","TOT","PC_MENWAGE","A","2006",21.123321123,NA
"1503","CAN","WAGEGAP","TOT","PC_MENWAGE","A","2007",20.808235294,NA
"1504","CAN","WAGEGAP","TOT","PC_MENWAGE","A","2008",20.454545455,NA
"1505","CAN","WAGEGAP","TOT","PC_MENWAGE","A","2009",20.131868132,NA
"1506","CAN","WAGEGAP","TOT","PC_MENWAGE","A","2010",18.977469671,NA
"1507","CAN","WAGEGAP","TOT","PC_MENWAGE","A","2011",19.175531915,NA
"1508","CAN","WAGEGAP","TOT","PC_MENWAGE","A","2012",19.511231281,NA
"1509","CAN","WAGEGAP","TOT","PC_MENWAGE","A","2013",19.30323498,NA
"1510","CAN","WAGEGAP","TOT","PC_MENWAGE","A","2014",19.229,NA
"1511","CAN","WAGEGAP","TOT","PC_MENWAGE","A","2015",18.62745098,NA
"1512","CZE","WAGEGAP","TOT","PC_MENWAGE","A","2005",15.93892946,NA
"1513","CZE","WAGEGAP","TOT","PC_MENWAGE","A","2006",15.351766206,NA
"1514","CZE","WAGEGAP","TOT","PC_MENWAGE","A","2007",16.931531878,NA
"1515","CZE","WAGEGAP","TOT","PC_MENWAGE","A","2008",17.873019877,NA
"1516","CZE","WAGEGAP","TOT","PC_MENWAGE","A","2009",15.105017965,NA
"1517","CZE","WAGEGAP","TOT","PC_MENWAGE","A","2010",15.798503074,NA
"1518","CZE","WAGEGAP","TOT","PC_MENWAGE","A","2011",16.329656698,NA
"1519","CZE","WAGEGAP","TOT","PC_MENWAGE","A","2012",15.262979875,NA
"1520","CZE","WAGEGAP","TOT","PC_MENWAGE","A","2013",15.378835316,NA
"1521","CZE","WAGEGAP","TOT","PC_MENWAGE","A","2014",16.254560195,NA
"1522","CZE","WAGEGAP","TOT","PC_MENWAGE","A","2015",16.455154158,NA
"1523","CZE","WAGEGAP","TOT","PC_MENWAGE","A","2016",16.315711426,NA
"1524","DNK","WAGEGAP","TOT","PC_MENWAGE","A","2005",10.167330417,NA
"1525","DNK","WAGEGAP","TOT","PC_MENWAGE","A","2006",10.172061249,NA
"1526","DNK","WAGEGAP","TOT","PC_MENWAGE","A","2007",9.8502979383,NA
"1527","DNK","WAGEGAP","TOT","PC_MENWAGE","A","2008",10.183549033,NA
"1528","DNK","WAGEGAP","TOT","PC_MENWAGE","A","2009",10.172005037,NA
"1529","DNK","WAGEGAP","TOT","PC_MENWAGE","A","2010",8.8950984961,NA
"1530","DNK","WAGEGAP","TOT","PC_MENWAGE","A","2011",7.9471972614,NA
"1531","DNK","WAGEGAP","TOT","PC_MENWAGE","A","2012",6.9998448997,NA
"1532","DNK","WAGEGAP","TOT","PC_MENWAGE","A","2013",6.7689119604,NA
"1533","DNK","WAGEGAP","TOT","PC_MENWAGE","A","2014",6.3238657022,NA
"1534","DNK","WAGEGAP","TOT","PC_MENWAGE","A","2015",5.8360480952,NA
"1535","FIN","WAGEGAP","TOT","PC_MENWAGE","A","2005",18.941694033,NA
"1536","FIN","WAGEGAP","TOT","PC_MENWAGE","A","2006",19.374794537,NA
"1537","FIN","WAGEGAP","TOT","PC_MENWAGE","A","2007",21.376904093,NA
"1538","FIN","WAGEGAP","TOT","PC_MENWAGE","A","2008",21.233952657,NA
"1539","FIN","WAGEGAP","TOT","PC_MENWAGE","A","2009",19.675672792,NA
"1540","FIN","WAGEGAP","TOT","PC_MENWAGE","A","2010",18.876999846,NA
"1541","FIN","WAGEGAP","TOT","PC_MENWAGE","A","2011",18.607617095,NA
"1542","FIN","WAGEGAP","TOT","PC_MENWAGE","A","2012",18.726074526,NA
"1543","FIN","WAGEGAP","TOT","PC_MENWAGE","A","2013",20.178432711,NA
"1544","FIN","WAGEGAP","TOT","PC_MENWAGE","A","2014",19.609079445,NA
"1545","FIN","WAGEGAP","TOT","PC_MENWAGE","A","2015",18.055981324,NA
"1546","FRA","WAGEGAP","TOT","PC_MENWAGE","A","2006",9.3907466789,NA
"1547","FRA","WAGEGAP","TOT","PC_MENWAGE","A","2010",9.1188075406,NA
"1548","FRA","WAGEGAP","TOT","PC_MENWAGE","A","2014",9.8721023181,NA
"1549","DEU","WAGEGAP","TOT","PC_MENWAGE","A","2005",17.302052787,NA
"1550","DEU","WAGEGAP","TOT","PC_MENWAGE","A","2006",19.622093023,NA
"1551","DEU","WAGEGAP","TOT","PC_MENWAGE","A","2007",17.105263158,NA
"1552","DEU","WAGEGAP","TOT","PC_MENWAGE","A","2008",17.442335769,NA
"1553","DEU","WAGEGAP","TOT","PC_MENWAGE","A","2009",17.045454546,NA
"1554","DEU","WAGEGAP","TOT","PC_MENWAGE","A","2010",16.75081342,NA
"1555","DEU","WAGEGAP","TOT","PC_MENWAGE","A","2011",16.666666667,NA
"1556","DEU","WAGEGAP","TOT","PC_MENWAGE","A","2012",15.300546449,NA
"1557","DEU","WAGEGAP","TOT","PC_MENWAGE","A","2013",13.857142856,NA
"1558","DEU","WAGEGAP","TOT","PC_MENWAGE","A","2014",17.079530638,NA
"1559","GRC","WAGEGAP","TOT","PC_MENWAGE","A","2005",16.666665691,NA
"1560","GRC","WAGEGAP","TOT","PC_MENWAGE","A","2006",11.878629486,NA
"1561","GRC","WAGEGAP","TOT","PC_MENWAGE","A","2007",11.629049359,NA
"1562","GRC","WAGEGAP","TOT","PC_MENWAGE","A","2008",9.5237715743,NA
"1563","GRC","WAGEGAP","TOT","PC_MENWAGE","A","2009",9.5871657347,NA
"1564","GRC","WAGEGAP","TOT","PC_MENWAGE","A","2010",12.172840597,NA
"1565","GRC","WAGEGAP","TOT","PC_MENWAGE","A","2011",10.714285759,NA
"1566","GRC","WAGEGAP","TOT","PC_MENWAGE","A","2012",6.8528020209,NA
"1567","GRC","WAGEGAP","TOT","PC_MENWAGE","A","2013",11.273732015,NA
"1568","GRC","WAGEGAP","TOT","PC_MENWAGE","A","2014",9.0909080854,NA
"1569","GRC","WAGEGAP","TOT","PC_MENWAGE","A","2015",6.2499992871,NA
"1570","HUN","WAGEGAP","TOT","PC_MENWAGE","A","2005",4.0215265743,NA
"1571","HUN","WAGEGAP","TOT","PC_MENWAGE","A","2006",0.3843870359,NA
"1572","HUN","WAGEGAP","TOT","PC_MENWAGE","A","2007",3.6481061267,NA
"1573","HUN","WAGEGAP","TOT","PC_MENWAGE","A","2008",2.2206544601,NA
"1574","HUN","WAGEGAP","TOT","PC_MENWAGE","A","2009",3.8760880696,NA
"1575","HUN","WAGEGAP","TOT","PC_MENWAGE","A","2010",6.3817122518,NA
"1576","HUN","WAGEGAP","TOT","PC_MENWAGE","A","2011",6.8639053254,NA
"1577","HUN","WAGEGAP","TOT","PC_MENWAGE","A","2012",11.332462443,NA
"1578","HUN","WAGEGAP","TOT","PC_MENWAGE","A","2013",8.7236506348,NA
"1579","HUN","WAGEGAP","TOT","PC_MENWAGE","A","2014",3.7726055271,NA
"1580","HUN","WAGEGAP","TOT","PC_MENWAGE","A","2015",9.5238095238,NA
"1581","ISL","WAGEGAP","TOT","PC_MENWAGE","A","2005",13.199228817,NA
"1582","ISL","WAGEGAP","TOT","PC_MENWAGE","A","2006",12.400076756,NA
"1583","ISL","WAGEGAP","TOT","PC_MENWAGE","A","2007",15.890329911,NA
"1584","ISL","WAGEGAP","TOT","PC_MENWAGE","A","2008",13.328559354,NA
"1585","ISL","WAGEGAP","TOT","PC_MENWAGE","A","2009",15.977812955,NA
"1586","ISL","WAGEGAP","TOT","PC_MENWAGE","A","2010",14.314783738,NA
"1587","ISL","WAGEGAP","TOT","PC_MENWAGE","A","2011",14.079812626,NA
"1588","ISL","WAGEGAP","TOT","PC_MENWAGE","A","2013",14.527463328,NA
"1589","ISL","WAGEGAP","TOT","PC_MENWAGE","A","2014",13.593489862,NA
"1590","ISL","WAGEGAP","TOT","PC_MENWAGE","A","2015",9.9314029946,NA
"1591","IRL","WAGEGAP","TOT","PC_MENWAGE","A","2005",13.793103448,NA
"1592","IRL","WAGEGAP","TOT","PC_MENWAGE","A","2006",14.411326861,NA
"1593","IRL","WAGEGAP","TOT","PC_MENWAGE","A","2007",17.953447971,NA
"1594","IRL","WAGEGAP","TOT","PC_MENWAGE","A","2008",14.964028777,NA
"1595","IRL","WAGEGAP","TOT","PC_MENWAGE","A","2009",14.887077375,NA
"1596","IRL","WAGEGAP","TOT","PC_MENWAGE","A","2010",12.844729883,NA
"1597","IRL","WAGEGAP","TOT","PC_MENWAGE","A","2011",10.446852551,NA
"1598","IRL","WAGEGAP","TOT","PC_MENWAGE","A","2012",8.5007533903,NA
"1599","IRL","WAGEGAP","TOT","PC_MENWAGE","A","2013",12.769827795,NA
"1600","IRL","WAGEGAP","TOT","PC_MENWAGE","A","2014",15.173428116,NA
"1601","IRL","WAGEGAP","TOT","PC_MENWAGE","A","2015",14.448940728,NA
"1602","ITA","WAGEGAP","TOT","PC_MENWAGE","A","2006",7.6923076946,NA
"1603","ITA","WAGEGAP","TOT","PC_MENWAGE","A","2008",11.764705884,NA
"1604","ITA","WAGEGAP","TOT","PC_MENWAGE","A","2010",9.9403354745,NA
"1605","ITA","WAGEGAP","TOT","PC_MENWAGE","A","2012",11.111111113,NA
"1606","ITA","WAGEGAP","TOT","PC_MENWAGE","A","2014",5.5555555533,NA
"1607","JPN","WAGEGAP","TOT","PC_MENWAGE","A","2005",32.825438887,NA
"1608","JPN","WAGEGAP","TOT","PC_MENWAGE","A","2006",32.980832783,NA
"1609","JPN","WAGEGAP","TOT","PC_MENWAGE","A","2007",31.742323097,NA
"1610","JPN","WAGEGAP","TOT","PC_MENWAGE","A","2008",30.694397853,NA
"1611","JPN","WAGEGAP","TOT","PC_MENWAGE","A","2009",28.284923928,NA
"1612","JPN","WAGEGAP","TOT","PC_MENWAGE","A","2010",28.684300928,NA
"1613","JPN","WAGEGAP","TOT","PC_MENWAGE","A","2011",27.395364926,NA
"1614","JPN","WAGEGAP","TOT","PC_MENWAGE","A","2012",26.523545706,NA
"1615","JPN","WAGEGAP","TOT","PC_MENWAGE","A","2013",26.587578507,NA
"1616","JPN","WAGEGAP","TOT","PC_MENWAGE","A","2014",25.870989997,NA
"1617","JPN","WAGEGAP","TOT","PC_MENWAGE","A","2015",25.731790334,NA
"1618","KOR","WAGEGAP","TOT","PC_MENWAGE","A","2005",39.61663236,NA
"1619","KOR","WAGEGAP","TOT","PC_MENWAGE","A","2006",39.774144311,NA
"1620","KOR","WAGEGAP","TOT","PC_MENWAGE","A","2007",38.162064282,NA
"1621","KOR","WAGEGAP","TOT","PC_MENWAGE","A","2008",39.037441734,NA
"1622","KOR","WAGEGAP","TOT","PC_MENWAGE","A","2009",38.614682704,NA
"1623","KOR","WAGEGAP","TOT","PC_MENWAGE","A","2010",39.605857342,NA
"1624","KOR","WAGEGAP","TOT","PC_MENWAGE","A","2011",36.5642295,NA
"1625","KOR","WAGEGAP","TOT","PC_MENWAGE","A","2012",36.298529966,NA
"1626","KOR","WAGEGAP","TOT","PC_MENWAGE","A","2013",36.599634369,NA
"1627","KOR","WAGEGAP","TOT","PC_MENWAGE","A","2014",36.653176139,NA
"1628","KOR","WAGEGAP","TOT","PC_MENWAGE","A","2015",37.176281754,NA
"1629","KOR","WAGEGAP","TOT","PC_MENWAGE","A","2016",36.666666667,NA
"1630","LUX","WAGEGAP","TOT","PC_MENWAGE","A","2006",7.6680672269,NA
"1631","LUX","WAGEGAP","TOT","PC_MENWAGE","A","2010",4.5921644188,NA
"1632","LUX","WAGEGAP","TOT","PC_MENWAGE","A","2014",3.4029167858,NA
"1633","NLD","WAGEGAP","TOT","PC_MENWAGE","A","2006",16.008064516,NA
"1634","NLD","WAGEGAP","TOT","PC_MENWAGE","A","2010",17.88914703,NA
"1635","NLD","WAGEGAP","TOT","PC_MENWAGE","A","2014",14.11468179,NA
"1636","NZL","WAGEGAP","TOT","PC_MENWAGE","A","2005",9.6111111111,NA
"1637","NZL","WAGEGAP","TOT","PC_MENWAGE","A","2006",9.3333333333,NA
"1638","NZL","WAGEGAP","TOT","PC_MENWAGE","A","2007",7.1428571429,NA
"1639","NZL","WAGEGAP","TOT","PC_MENWAGE","A","2008",8.0536912752,NA
"1640","NZL","WAGEGAP","TOT","PC_MENWAGE","A","2009",8.7591240876,NA
"1641","NZL","WAGEGAP","TOT","PC_MENWAGE","A","2010",7.0112359551,NA
"1642","NZL","WAGEGAP","TOT","PC_MENWAGE","A","2011",4.5333333333,NA
"1643","NZL","WAGEGAP","TOT","PC_MENWAGE","A","2012",5.9079061685,NA
"1644","NZL","WAGEGAP","TOT","PC_MENWAGE","A","2013",6.5943238731,NA
"1645","NZL","WAGEGAP","TOT","PC_MENWAGE","A","2014",6.0833333333,NA
"1646","NOR","WAGEGAP","TOT","PC_MENWAGE","A","2005",9.3885160328,NA
"1647","NOR","WAGEGAP","TOT","PC_MENWAGE","A","2006",9.1624347329,NA
"1648","NOR","WAGEGAP","TOT","PC_MENWAGE","A","2007",9.8311482592,NA
"1649","NOR","WAGEGAP","TOT","PC_MENWAGE","A","2008",9.2356687898,NA
"1650","NOR","WAGEGAP","TOT","PC_MENWAGE","A","2009",8.6687306502,NA
"1651","NOR","WAGEGAP","TOT","PC_MENWAGE","A","2010",8.0597014925,NA
"1652","NOR","WAGEGAP","TOT","PC_MENWAGE","A","2011",7.7809798271,NA
"1653","NOR","WAGEGAP","TOT","PC_MENWAGE","A","2012",6.4066852368,NA
"1654","NOR","WAGEGAP","TOT","PC_MENWAGE","A","2013",7.0080862534,NA
"1655","NOR","WAGEGAP","TOT","PC_MENWAGE","A","2014",6.2827225131,NA
"1656","NOR","WAGEGAP","TOT","PC_MENWAGE","A","2015",7.1246819338,NA
"1657","POL","WAGEGAP","TOT","PC_MENWAGE","A","2006",11.440420483,NA
"1658","POL","WAGEGAP","TOT","PC_MENWAGE","A","2008",12.993822243,NA
"1659","POL","WAGEGAP","TOT","PC_MENWAGE","A","2010",7.1902070437,NA
"1660","POL","WAGEGAP","TOT","PC_MENWAGE","A","2012",10.620155274,NA
"1661","POL","WAGEGAP","TOT","PC_MENWAGE","A","2014",11.07286288,NA
"1662","PRT","WAGEGAP","TOT","PC_MENWAGE","A","2005",15.966388101,NA
"1663","PRT","WAGEGAP","TOT","PC_MENWAGE","A","2006",14.354839495,NA
"1664","PRT","WAGEGAP","TOT","PC_MENWAGE","A","2007",15.277779722,NA
"1665","PRT","WAGEGAP","TOT","PC_MENWAGE","A","2008",15.63548277,NA
"1666","PRT","WAGEGAP","TOT","PC_MENWAGE","A","2009",13.792500584,NA
"1667","PRT","WAGEGAP","TOT","PC_MENWAGE","A","2010",13.450867155,NA
"1668","PRT","WAGEGAP","TOT","PC_MENWAGE","A","2011",15.248123293,NA
"1669","PRT","WAGEGAP","TOT","PC_MENWAGE","A","2012",16.315465457,NA
"1670","PRT","WAGEGAP","TOT","PC_MENWAGE","A","2013",16.666666355,NA
"1671","PRT","WAGEGAP","TOT","PC_MENWAGE","A","2014",18.879688997,NA
"1672","PRT","WAGEGAP","TOT","PC_MENWAGE","A","2015",18.917015425,NA
"1673","SVK","WAGEGAP","TOT","PC_MENWAGE","A","2005",20.099255583,NA
"1674","SVK","WAGEGAP","TOT","PC_MENWAGE","A","2006",17.802768166,NA
"1675","SVK","WAGEGAP","TOT","PC_MENWAGE","A","2007",17.521704815,NA
"1676","SVK","WAGEGAP","TOT","PC_MENWAGE","A","2008",16.444769568,NA
"1677","SVK","WAGEGAP","TOT","PC_MENWAGE","A","2009",16.432721259,NA
"1678","SVK","WAGEGAP","TOT","PC_MENWAGE","A","2010",14.851117649,NA
"1679","SVK","WAGEGAP","TOT","PC_MENWAGE","A","2011",15.449856429,NA
"1680","SVK","WAGEGAP","TOT","PC_MENWAGE","A","2012",15.965269161,NA
"1681","SVK","WAGEGAP","TOT","PC_MENWAGE","A","2013",14.109329757,NA
"1682","SVK","WAGEGAP","TOT","PC_MENWAGE","A","2014",14.350047529,NA
"1683","SVK","WAGEGAP","TOT","PC_MENWAGE","A","2015",13.376624885,NA
"1684","SVK","WAGEGAP","TOT","PC_MENWAGE","A","2016",13.899182143,NA
"1685","ESP","WAGEGAP","TOT","PC_MENWAGE","A","2006",13.533333333,NA
"1686","ESP","WAGEGAP","TOT","PC_MENWAGE","A","2010",13.504464286,NA
"1687","ESP","WAGEGAP","TOT","PC_MENWAGE","A","2014",11.540497618,NA
"1688","SWE","WAGEGAP","TOT","PC_MENWAGE","A","2005",14.444111477,NA
"1689","SWE","WAGEGAP","TOT","PC_MENWAGE","A","2006",14.589486119,NA
"1690","SWE","WAGEGAP","TOT","PC_MENWAGE","A","2007",16.363636364,NA
"1691","SWE","WAGEGAP","TOT","PC_MENWAGE","A","2008",15.389048991,NA
"1692","SWE","WAGEGAP","TOT","PC_MENWAGE","A","2009",14.917436328,NA
"1693","SWE","WAGEGAP","TOT","PC_MENWAGE","A","2010",14.321260713,NA
"1694","SWE","WAGEGAP","TOT","PC_MENWAGE","A","2011",15.934515689,NA
"1695","SWE","WAGEGAP","TOT","PC_MENWAGE","A","2012",15.135869565,NA
"1696","SWE","WAGEGAP","TOT","PC_MENWAGE","A","2013",13.420490928,NA
"1697","CHE","WAGEGAP","TOT","PC_MENWAGE","A","2006",21.318132126,NA
"1698","CHE","WAGEGAP","TOT","PC_MENWAGE","A","2008",21.307506053,NA
"1699","CHE","WAGEGAP","TOT","PC_MENWAGE","A","2010",20.053595355,NA
"1700","CHE","WAGEGAP","TOT","PC_MENWAGE","A","2012",19.343526441,NA
"1701","CHE","WAGEGAP","TOT","PC_MENWAGE","A","2014",16.940742841,NA
"1702","TUR","WAGEGAP","TOT","PC_MENWAGE","A","2006",3.2069970845,NA
"1703","TUR","WAGEGAP","TOT","PC_MENWAGE","A","2010",3.1042128603,NA
"1704","TUR","WAGEGAP","TOT","PC_MENWAGE","A","2014",6.8825910931,NA
"1705","GBR","WAGEGAP","TOT","PC_MENWAGE","A","2005",22.063958192,NA
"1706","GBR","WAGEGAP","TOT","PC_MENWAGE","A","2006",21.718084034,NA
"1707","GBR","WAGEGAP","TOT","PC_MENWAGE","A","2007",21.634780699,NA
"1708","GBR","WAGEGAP","TOT","PC_MENWAGE","A","2008",21.857869117,NA
"1709","GBR","WAGEGAP","TOT","PC_MENWAGE","A","2009",20.686295961,NA
"1710","GBR","WAGEGAP","TOT","PC_MENWAGE","A","2010",19.23143692,NA
"1711","GBR","WAGEGAP","TOT","PC_MENWAGE","A","2011",18.246005203,NA
"1712","GBR","WAGEGAP","TOT","PC_MENWAGE","A","2012",17.783882784,NA
"1713","GBR","WAGEGAP","TOT","PC_MENWAGE","A","2013",17.482014388,NA
"1714","GBR","WAGEGAP","TOT","PC_MENWAGE","A","2014",17.382742571,NA
"1715","GBR","WAGEGAP","TOT","PC_MENWAGE","A","2015",17.101551481,NA
"1716","GBR","WAGEGAP","TOT","PC_MENWAGE","A","2016",16.839736933,NA
"1717","USA","WAGEGAP","TOT","PC_MENWAGE","A","2005",18.975069252,NA
"1718","USA","WAGEGAP","TOT","PC_MENWAGE","A","2006",19.246298789,NA
"1719","USA","WAGEGAP","TOT","PC_MENWAGE","A","2007",19.843342037,NA
"1720","USA","WAGEGAP","TOT","PC_MENWAGE","A","2008",20.050125313,NA
"1721","USA","WAGEGAP","TOT","PC_MENWAGE","A","2009",19.78021978,NA
"1722","USA","WAGEGAP","TOT","PC_MENWAGE","A","2010",18.810679612,NA
"1723","USA","WAGEGAP","TOT","PC_MENWAGE","A","2011",17.788461538,NA
"1724","USA","WAGEGAP","TOT","PC_MENWAGE","A","2012",19.086651054,NA
"1725","USA","WAGEGAP","TOT","PC_MENWAGE","A","2013",17.906976744,NA
"1726","USA","WAGEGAP","TOT","PC_MENWAGE","A","2014",17.451205511,NA
"1727","USA","WAGEGAP","TOT","PC_MENWAGE","A","2015",18.882681564,NA
"1728","USA","WAGEGAP","TOT","PC_MENWAGE","A","2016",18.142076503,NA
"1729","CHL","WAGEGAP","TOT","PC_MENWAGE","A","2006",3.9584158416,NA
"1730","CHL","WAGEGAP","TOT","PC_MENWAGE","A","2009",9.0909090909,NA
"1731","CHL","WAGEGAP","TOT","PC_MENWAGE","A","2011",16,NA
"1732","CHL","WAGEGAP","TOT","PC_MENWAGE","A","2013",16.666666667,NA
"1733","CHL","WAGEGAP","TOT","PC_MENWAGE","A","2015",21.052631579,NA
"1734","EST","WAGEGAP","TOT","PC_MENWAGE","A","2006",29.6875,NA
"1735","EST","WAGEGAP","TOT","PC_MENWAGE","A","2010",27.797833935,NA
"1736","EST","WAGEGAP","TOT","PC_MENWAGE","A","2014",28.339350181,NA
"1737","ISR","WAGEGAP","TOT","PC_MENWAGE","A","2005",22.351536855,NA
"1738","ISR","WAGEGAP","TOT","PC_MENWAGE","A","2006",22.015915119,NA
"1739","ISR","WAGEGAP","TOT","PC_MENWAGE","A","2007",21.160651097,NA
"1740","ISR","WAGEGAP","TOT","PC_MENWAGE","A","2008",22.026009582,NA
"1741","ISR","WAGEGAP","TOT","PC_MENWAGE","A","2009",20.268636669,NA
"1742","ISR","WAGEGAP","TOT","PC_MENWAGE","A","2010",20.700092117,NA
"1743","ISR","WAGEGAP","TOT","PC_MENWAGE","A","2011",21.827411168,NA
"1744","SVN","WAGEGAP","TOT","PC_MENWAGE","A","2006",7.2205736894,NA
"1745","SVN","WAGEGAP","TOT","PC_MENWAGE","A","2010",0.9917355372,NA
